xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
3. SanDisk [URL:https://xueqiu.com/s/SNDK]
4. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
5. 阿特斯太阳能 [URL:https://xueqiu.com/s/CSIQ]
6. 美光科技 [URL:https://xueqiu.com/s/MU]
7. 腾讯控股 [URL:https://xueqiu.com/s/00700]
8. 阿里巴巴-W [URL:https://xueqiu.com/s/09988]
9. 苹果 [URL:https://xueqiu.com/s/AAPL]
10. 哔哩哔哩 [URL:https://xueqiu.com/s/BILI]
11. 富祥药业 [URL:https://xueqiu.com/s/SZ300497]
12. Circle [URL:https://xueqiu.com/s/CRCL]
13. AMD [URL:https://xueqiu.com/s/AMD]
14. 中概互联网指数ETF-KraneShares [URL:https://xueqiu.com/s/KWEB]
15. Meta [URL:https://xueqiu.com/s/META]
16. Palantir [URL:https://xueqiu.com/s/PLTR]
17. 永太科技 [URL:https://xueqiu.com/s/SZ002326]
18. 平潭发展 [URL:https://xueqiu.com/s/SZ000592]
19. 天际股份 [URL:https://xueqiu.com/s/SZ002759]
20. 上海电力 [URL:https://xueqiu.com/s/SH600021]
21. 多氟多 [URL:https://xueqiu.com/s/SZ002407]
22. 英特尔 [URL:https://xueqiu.com/s/INTC]
23. 华盛锂电 [URL:https://xueqiu.com/s/SH688353]
24. 中芯国际 [URL:https://xueqiu.com/s/SH688981]
25. 阿特斯 [URL:https://xueqiu.com/s/SH688472]
26. 小鹏汽车 [URL:https://xueqiu.com/s/XPEV]
27. 孚日股份 [URL:https://xueqiu.com/s/SZ002083]
28. 天赐材料 [URL:https://xueqiu.com/s/SZ002709]
29. 纳指100ETF-Invesco [URL:https://xueqiu.com/s/QQQ]
30. 台积电 [URL:https://xueqiu.com/s/TSM]

