xueqiu | 雪球
1. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
2. 英伟达 [URL:https://xueqiu.com/s/NVDA]
3. 谷歌A [URL:https://xueqiu.com/s/GOOGL]
4. SanDisk [URL:https://xueqiu.com/s/SNDK]
5. 美光科技 [URL:https://xueqiu.com/s/MU]
6. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
7. 小鹏汽车 [URL:https://xueqiu.com/s/XPEV]
8. 平潭发展 [URL:https://xueqiu.com/s/SZ000592]
9. 谷歌C [URL:https://xueqiu.com/s/GOOG]
10. 阿特斯太阳能 [URL:https://xueqiu.com/s/CSIQ]
11. 海峡创新 [URL:https://xueqiu.com/s/SZ300300]
12. 孚日股份 [URL:https://xueqiu.com/s/SZ002083]
13. 蓝色光标 [URL:https://xueqiu.com/s/SZ300058]
14. 众生药业 [URL:https://xueqiu.com/s/SZ002317]
15. 理想汽车 [URL:https://xueqiu.com/s/LI]
16. 上海电力 [URL:https://xueqiu.com/s/SH600021]
17. 中矿资源 [URL:https://xueqiu.com/s/SZ002738]
18. 赣锋锂业 [URL:https://xueqiu.com/s/SZ002460]
19. 阿里巴巴-W [URL:https://xueqiu.com/s/09988]
20. 多氟多 [URL:https://xueqiu.com/s/SZ002407]
21. 天齐锂业 [URL:https://xueqiu.com/s/SZ002466]
22. 小米集团-W [URL:https://xueqiu.com/s/01810]
23. 拼多多 [URL:https://xueqiu.com/s/PDD]
24. 天赐材料 [URL:https://xueqiu.com/s/SZ002709]
25. 百济神州 [URL:https://xueqiu.com/s/ONC]
26. 中鼎股份 [URL:https://xueqiu.com/s/SZ000887]
27. 赛力斯 [URL:https://xueqiu.com/s/SH601127]
28. 永太科技 [URL:https://xueqiu.com/s/SZ002326]
29. 美国雅保 [URL:https://xueqiu.com/s/ALB]
30. 智利矿业化工 [URL:https://xueqiu.com/s/SQM]

