xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. SanDisk [URL:https://xueqiu.com/s/SNDK]
3. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
4. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
5. 谷歌A [URL:https://xueqiu.com/s/GOOGL]
6. 美光科技 [URL:https://xueqiu.com/s/MU]
7. 小米集团-W [URL:https://xueqiu.com/s/01810]
8. AMD [URL:https://xueqiu.com/s/AMD]
9. 中概互联网指数ETF-KraneShares [URL:https://xueqiu.com/s/KWEB]
10. 谷歌C [URL:https://xueqiu.com/s/GOOG]
11. 拼多多 [URL:https://xueqiu.com/s/PDD]
12. Vor Biopharma [URL:https://xueqiu.com/s/VOR]
13. 多氟多 [URL:https://xueqiu.com/s/SZ002407]
14. 小鹏汽车 [URL:https://xueqiu.com/s/XPEV]
15. 中际旭创 [URL:https://xueqiu.com/s/SZ300308]
16. 阿特斯太阳能 [URL:https://xueqiu.com/s/CSIQ]
17. 九牧王 [URL:https://xueqiu.com/s/SH601566]
18. 苹果 [URL:https://xueqiu.com/s/AAPL]
19. 甲骨文 [URL:https://xueqiu.com/s/ORCL]
20. 腾讯控股 [URL:https://xueqiu.com/s/00700]
21. 东芯股份 [URL:https://xueqiu.com/s/SH688110]
22. Meta [URL:https://xueqiu.com/s/META]
23. 蓝色光标 [URL:https://xueqiu.com/s/SZ300058]
24. 纳指100ETF-Invesco [URL:https://xueqiu.com/s/QQQ]
25. 上海电力 [URL:https://xueqiu.com/s/SH600021]
26. 赛力斯 [URL:https://xueqiu.com/s/SH601127]
27. 航天发展 [URL:https://xueqiu.com/s/SZ000547]
28. 合富中国 [URL:https://xueqiu.com/s/SH603122]
29. 阿里巴巴-W [URL:https://xueqiu.com/s/09988]
30. 胜宏科技 [URL:https://xueqiu.com/s/SZ300476]

