xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. 小米集团-W [URL:https://xueqiu.com/s/01810]
3. 胜宏科技 [URL:https://xueqiu.com/s/SZ300476]
4. 谷歌A [URL:https://xueqiu.com/s/GOOGL]
5. 易点天下 [URL:https://xueqiu.com/s/SZ301171]
6. 赣锋锂业 [URL:https://xueqiu.com/s/SZ002460]
7. 平潭发展 [URL:https://xueqiu.com/s/SZ000592]
8. 上海电力 [URL:https://xueqiu.com/s/SH600021]
9. 蓝色光标 [URL:https://xueqiu.com/s/SZ300058]
10. 中际旭创 [URL:https://xueqiu.com/s/SZ300308]
11. 赛力斯 [URL:https://xueqiu.com/s/SH601127]
12. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
13. 光库科技 [URL:https://xueqiu.com/s/SZ300620]
14. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
15. 谷歌C [URL:https://xueqiu.com/s/GOOG]
16. 铜陵有色 [URL:https://xueqiu.com/s/SZ000630]
17. SanDisk [URL:https://xueqiu.com/s/SNDK]
18. 阿里巴巴-W [URL:https://xueqiu.com/s/09988]
19. 淳中科技 [URL:https://xueqiu.com/s/SH603516]
20. 寒武纪-U [URL:https://xueqiu.com/s/SH688256]
21. 天齐锂业 [URL:https://xueqiu.com/s/SZ002466]
22. 工业富联 [URL:https://xueqiu.com/s/SH601138]
23. 中矿资源 [URL:https://xueqiu.com/s/SZ002738]
24. 腾讯控股 [URL:https://xueqiu.com/s/00700]
25. 多氟多 [URL:https://xueqiu.com/s/SZ002407]
26. 东芯股份 [URL:https://xueqiu.com/s/SH688110]
27. 中水渔业 [URL:https://xueqiu.com/s/SZ000798]
28. 赛微电子 [URL:https://xueqiu.com/s/SZ300456]
29. 新易盛 [URL:https://xueqiu.com/s/SZ300502]
30. 三花智控 [URL:https://xueqiu.com/s/SZ002050]

