xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. 小米集团-W [URL:https://xueqiu.com/s/01810]
3. 胜宏科技 [URL:https://xueqiu.com/s/SZ300476]
4. 赣锋锂业 [URL:https://xueqiu.com/s/SZ002460]
5. 平潭发展 [URL:https://xueqiu.com/s/SZ000592]
6. 中际旭创 [URL:https://xueqiu.com/s/SZ300308]
7. 上海电力 [URL:https://xueqiu.com/s/SH600021]
8. 易点天下 [URL:https://xueqiu.com/s/SZ301171]
9. 赛力斯 [URL:https://xueqiu.com/s/SH601127]
10. 工业富联 [URL:https://xueqiu.com/s/SH601138]
11. 淳中科技 [URL:https://xueqiu.com/s/SH603516]
12. 蓝色光标 [URL:https://xueqiu.com/s/SZ300058]
13. 天齐锂业 [URL:https://xueqiu.com/s/SZ002466]
14. 中矿资源 [URL:https://xueqiu.com/s/SZ002738]
15. 阿里巴巴-W [URL:https://xueqiu.com/s/09988]
16. 谷歌A [URL:https://xueqiu.com/s/GOOGL]
17. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
18. 兆易创新 [URL:https://xueqiu.com/s/SH603986]
19. 光库科技 [URL:https://xueqiu.com/s/SZ300620]
20. 多氟多 [URL:https://xueqiu.com/s/SZ002407]
21. 新易盛 [URL:https://xueqiu.com/s/SZ300502]
22. 东芯股份 [URL:https://xueqiu.com/s/SH688110]
23. 宁德时代 [URL:https://xueqiu.com/s/SZ300750]
24. 腾讯控股 [URL:https://xueqiu.com/s/00700]
25. 隆基绿能 [URL:https://xueqiu.com/s/SH601012]
26. 贵州茅台 [URL:https://xueqiu.com/s/SH600519]
27. 阳光电源 [URL:https://xueqiu.com/s/SZ300274]
28. 兴业银锡 [URL:https://xueqiu.com/s/SZ000426]
29. 中国中免 [URL:https://xueqiu.com/s/SH601888]
30. 南旋控股 [URL:https://xueqiu.com/s/01982]

