xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. 谷歌A [URL:https://xueqiu.com/s/GOOGL]
3. Circle [URL:https://xueqiu.com/s/CRCL]
4. 小米集团-W [URL:https://xueqiu.com/s/01810]
5. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
6. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
7. 谷歌C [URL:https://xueqiu.com/s/GOOG]
8. 拼多多 [URL:https://xueqiu.com/s/PDD]
9. 小鹏汽车 [URL:https://xueqiu.com/s/XPEV]
10. 美光科技 [URL:https://xueqiu.com/s/MU]
11. Meta [URL:https://xueqiu.com/s/META]
12. 南大光电 [URL:https://xueqiu.com/s/SZ300346]
13. AMD [URL:https://xueqiu.com/s/AMD]
14. SanDisk [URL:https://xueqiu.com/s/SNDK]
15. 彤程新材 [URL:https://xueqiu.com/s/SH603650]
16. 中金公司 [URL:https://xueqiu.com/s/SH601995]
17. 蓝色光标 [URL:https://xueqiu.com/s/SZ300058]
18. 中概互联网指数ETF-KraneShares [URL:https://xueqiu.com/s/KWEB]
19. Vor Biopharma [URL:https://xueqiu.com/s/VOR]
20. 多氟多 [URL:https://xueqiu.com/s/SZ002407]
21. 微软 [URL:https://xueqiu.com/s/MSFT]
22. 理想汽车 [URL:https://xueqiu.com/s/LI]
23. 上海电力 [URL:https://xueqiu.com/s/SH600021]
24. 苹果 [URL:https://xueqiu.com/s/AAPL]
25. 孚日股份 [URL:https://xueqiu.com/s/SZ002083]
26. 淳中科技 [URL:https://xueqiu.com/s/SH603516]
27. 甲骨文 [URL:https://xueqiu.com/s/ORCL]
28. 礼来 [URL:https://xueqiu.com/s/LLY]
29. 国联水产 [URL:https://xueqiu.com/s/SZ300094]
30. Strategy [URL:https://xueqiu.com/s/MSTR]

