xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. 谷歌A [URL:https://xueqiu.com/s/GOOGL]
3. 小米集团-W [URL:https://xueqiu.com/s/01810]
4. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
5. 南大光电 [URL:https://xueqiu.com/s/SZ300346]
6. Circle [URL:https://xueqiu.com/s/CRCL]
7. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
8. 谷歌C [URL:https://xueqiu.com/s/GOOG]
9. 小鹏汽车 [URL:https://xueqiu.com/s/XPEV]
10. 拼多多 [URL:https://xueqiu.com/s/PDD]
11. 彤程新材 [URL:https://xueqiu.com/s/SH603650]
12. 台积电 [URL:https://xueqiu.com/s/TSM]
13. 美光科技 [URL:https://xueqiu.com/s/MU]
14. SanDisk [URL:https://xueqiu.com/s/SNDK]
15. 蓝色光标 [URL:https://xueqiu.com/s/SZ300058]
16. 中金公司 [URL:https://xueqiu.com/s/SH601995]
17. 胜宏科技 [URL:https://xueqiu.com/s/SZ300476]
18. 淳中科技 [URL:https://xueqiu.com/s/SH603516]
19. Meta [URL:https://xueqiu.com/s/META]
20. 多氟多 [URL:https://xueqiu.com/s/SZ002407]
21. AMD [URL:https://xueqiu.com/s/AMD]
22. 中际旭创 [URL:https://xueqiu.com/s/SZ300308]
23. Vor Biopharma [URL:https://xueqiu.com/s/VOR]
24. 中概互联网指数ETF-KraneShares [URL:https://xueqiu.com/s/KWEB]
25. 孚日股份 [URL:https://xueqiu.com/s/SZ002083]
26. 理想汽车 [URL:https://xueqiu.com/s/LI]
27. 闻泰科技 [URL:https://xueqiu.com/s/SH600745]
28. 美国雅保 [URL:https://xueqiu.com/s/ALB]
29. 阿里巴巴-W [URL:https://xueqiu.com/s/09988]
30. Nebius Group [URL:https://xueqiu.com/s/NBIS]

