xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. 美团-W [URL:https://xueqiu.com/s/03690]
3. 谷歌A [URL:https://xueqiu.com/s/GOOGL]
4. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
5. SanDisk [URL:https://xueqiu.com/s/SNDK]
6. 光启技术 [URL:https://xueqiu.com/s/SZ002625]
7. 英特尔 [URL:https://xueqiu.com/s/INTC]
8. 襄阳轴承 [URL:https://xueqiu.com/s/SZ000678]
9. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
10. Circle [URL:https://xueqiu.com/s/CRCL]
11. 美光科技 [URL:https://xueqiu.com/s/MU]
12. 兴业银锡 [URL:https://xueqiu.com/s/SZ000426]
13. 众生药业 [URL:https://xueqiu.com/s/SZ002317]
14. 索菲亚 [URL:https://xueqiu.com/s/SZ002572]
15. 中概互联网指数ETF-KraneShares [URL:https://xueqiu.com/s/KWEB]
16. 上海电力 [URL:https://xueqiu.com/s/SH600021]
17. 淳中科技 [URL:https://xueqiu.com/s/SH603516]
18. 万科A [URL:https://xueqiu.com/s/SZ000002]
19. 谷歌C [URL:https://xueqiu.com/s/GOOG]
20. 紫金矿业 [URL:https://xueqiu.com/s/SH601899]
21. 东芯股份 [URL:https://xueqiu.com/s/SH688110]
22. 平潭发展 [URL:https://xueqiu.com/s/SZ000592]
23. 拼多多 [URL:https://xueqiu.com/s/PDD]
24. 阿里巴巴-W [URL:https://xueqiu.com/s/09988]
25. 乾照光电 [URL:https://xueqiu.com/s/SZ300102]
26. 小鹏汽车 [URL:https://xueqiu.com/s/XPEV]
27. Meta [URL:https://xueqiu.com/s/META]
28. 蓝色光标 [URL:https://xueqiu.com/s/SZ300058]
29. 美国雅保 [URL:https://xueqiu.com/s/ALB]
30. 长盈精密 [URL:https://xueqiu.com/s/SZ300115]

