xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. 拼多多 [URL:https://xueqiu.com/s/PDD]
3. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
4. SanDisk [URL:https://xueqiu.com/s/SNDK]
5. 百度 [URL:https://xueqiu.com/s/BIDU]
6. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
7. 小米集团-W [URL:https://xueqiu.com/s/01810]
8. 谷歌A [URL:https://xueqiu.com/s/GOOGL]
9. 美光科技 [URL:https://xueqiu.com/s/MU]
10. 蓝色光标 [URL:https://xueqiu.com/s/SZ300058]
11. 携程 [URL:https://xueqiu.com/s/TCOM]
12. 多氟多 [URL:https://xueqiu.com/s/SZ002407]
13. AMD [URL:https://xueqiu.com/s/AMD]
14. 中概互联网指数ETF-KraneShares [URL:https://xueqiu.com/s/KWEB]
15. 孚日股份 [URL:https://xueqiu.com/s/SZ002083]
16. 小鹏汽车 [URL:https://xueqiu.com/s/XPEV]
17. 微软 [URL:https://xueqiu.com/s/MSFT]
18. 上海电力 [URL:https://xueqiu.com/s/SH600021]
19. 东芯股份 [URL:https://xueqiu.com/s/SH688110]
20. 苹果 [URL:https://xueqiu.com/s/AAPL]
21. Meta [URL:https://xueqiu.com/s/META]
22. 阿特斯太阳能 [URL:https://xueqiu.com/s/CSIQ]
23. 阳光电源 [URL:https://xueqiu.com/s/SZ300274]
24. 赣锋锂业 [URL:https://xueqiu.com/s/SZ002460]
25. 谷歌C [URL:https://xueqiu.com/s/GOOG]
26. 中矿资源 [URL:https://xueqiu.com/s/SZ002738]
27. 腾讯控股 [URL:https://xueqiu.com/s/00700]
28. 剑桥科技 [URL:https://xueqiu.com/s/SH603083]
29. 阿里巴巴-W [URL:https://xueqiu.com/s/09988]
30. 盛新锂能 [URL:https://xueqiu.com/s/SZ002240]

