xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. 小鹏汽车 [URL:https://xueqiu.com/s/XPEV]
3. Vor Biopharma [URL:https://xueqiu.com/s/VOR]
4. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
5. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
6. 苹果 [URL:https://xueqiu.com/s/AAPL]
7. SanDisk [URL:https://xueqiu.com/s/SNDK]
8. AMD [URL:https://xueqiu.com/s/AMD]
9. CoreWeave [URL:https://xueqiu.com/s/CRWV]
10. 荣昌生物 [URL:https://xueqiu.com/s/09995]
11. Applovin [URL:https://xueqiu.com/s/APP]
12. 特变电工 [URL:https://xueqiu.com/s/SH600089]
13. 中国中免 [URL:https://xueqiu.com/s/SH601888]
14. 天际股份 [URL:https://xueqiu.com/s/SZ002759]
15. 阿特斯太阳能 [URL:https://xueqiu.com/s/CSIQ]
16. 美光科技 [URL:https://xueqiu.com/s/MU]
17. 淳中科技 [URL:https://xueqiu.com/s/SH603516]
18. 腾讯控股 [URL:https://xueqiu.com/s/00700]
19. 赛力斯 [URL:https://xueqiu.com/s/SH601127]
20. 上海电力 [URL:https://xueqiu.com/s/SH600021]
21. 香农芯创 [URL:https://xueqiu.com/s/SZ300475]
22. 贵州茅台 [URL:https://xueqiu.com/s/SH600519]
23. 云天化 [URL:https://xueqiu.com/s/SH600096]
24. 小米集团-W [URL:https://xueqiu.com/s/01810]
25. 泡泡玛特 [URL:https://xueqiu.com/s/09992]
26. 阿特斯 [URL:https://xueqiu.com/s/SH688472]
27. 阳光电源 [URL:https://xueqiu.com/s/SZ300274]
28. 诺和诺德 [URL:https://xueqiu.com/s/NVO]
29. 海科新源 [URL:https://xueqiu.com/s/SZ301292]
30. 多氟多 [URL:https://xueqiu.com/s/SZ002407]

