xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. Vor Biopharma [URL:https://xueqiu.com/s/VOR]
3. 小鹏汽车 [URL:https://xueqiu.com/s/XPEV]
4. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
5. SanDisk [URL:https://xueqiu.com/s/SNDK]
6. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
7. 苹果 [URL:https://xueqiu.com/s/AAPL]
8. 香农芯创 [URL:https://xueqiu.com/s/SZ300475]
9. 中国中免 [URL:https://xueqiu.com/s/SH601888]
10. 荣昌生物 [URL:https://xueqiu.com/s/09995]
11. Applovin [URL:https://xueqiu.com/s/APP]
12. 阿特斯太阳能 [URL:https://xueqiu.com/s/CSIQ]
13. CoreWeave [URL:https://xueqiu.com/s/CRWV]
14. 上海电力 [URL:https://xueqiu.com/s/SH600021]
15. 淳中科技 [URL:https://xueqiu.com/s/SH603516]
16. 赛力斯 [URL:https://xueqiu.com/s/SH601127]
17. 小米集团-W [URL:https://xueqiu.com/s/01810]
18. 美光科技 [URL:https://xueqiu.com/s/MU]
19. 天际股份 [URL:https://xueqiu.com/s/SZ002759]
20. 特变电工 [URL:https://xueqiu.com/s/SH600089]
21. 贵州茅台 [URL:https://xueqiu.com/s/SH600519]
22. 阳光电源 [URL:https://xueqiu.com/s/SZ300274]
23. 阿特斯 [URL:https://xueqiu.com/s/SH688472]
24. 泡泡玛特 [URL:https://xueqiu.com/s/09992]
25. 合富中国 [URL:https://xueqiu.com/s/SH603122]
26. 腾讯控股 [URL:https://xueqiu.com/s/00700]
27. 平潭发展 [URL:https://xueqiu.com/s/SZ000592]
28. 海科新源 [URL:https://xueqiu.com/s/SZ301292]
29. 江波龙 [URL:https://xueqiu.com/s/SZ301308]
30. 云天化 [URL:https://xueqiu.com/s/SH600096]

