xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. Vor Biopharma [URL:https://xueqiu.com/s/VOR]
3. 小鹏汽车 [URL:https://xueqiu.com/s/XPEV]
4. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
5. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
6. 荣昌生物 [URL:https://xueqiu.com/s/09995]
7. 苹果 [URL:https://xueqiu.com/s/AAPL]
8. 香农芯创 [URL:https://xueqiu.com/s/SZ300475]
9. 麦格米特 [URL:https://xueqiu.com/s/SZ002851]
10. SanDisk [URL:https://xueqiu.com/s/SNDK]
11. 中国中免 [URL:https://xueqiu.com/s/SH601888]
12. 美光科技 [URL:https://xueqiu.com/s/MU]
13. 淳中科技 [URL:https://xueqiu.com/s/SH603516]
14. 上海电力 [URL:https://xueqiu.com/s/SH600021]
15. CoreWeave [URL:https://xueqiu.com/s/CRWV]
16. 赛力斯 [URL:https://xueqiu.com/s/SH601127]
17. 天际股份 [URL:https://xueqiu.com/s/SZ002759]
18. 阿特斯太阳能 [URL:https://xueqiu.com/s/CSIQ]
19. 特变电工 [URL:https://xueqiu.com/s/SH600089]
20. 海科新源 [URL:https://xueqiu.com/s/SZ301292]
21. 小米集团-W [URL:https://xueqiu.com/s/01810]
22. 阿特斯 [URL:https://xueqiu.com/s/SH688472]
24. 贵州茅台 [URL:https://xueqiu.com/s/SH600519]
25. 阳光电源 [URL:https://xueqiu.com/s/SZ300274]
26. 合富中国 [URL:https://xueqiu.com/s/SH603122]
27. 天赐材料 [URL:https://xueqiu.com/s/SZ002709]
28. 平潭发展 [URL:https://xueqiu.com/s/SZ000592]
29. 中概互联网指数ETF-KraneShares [URL:https://xueqiu.com/s/KWEB]
30. 胜宏科技 [URL:https://xueqiu.com/s/SZ300476]

