xueqiu | 雪球
1. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
2. 摩尔线程 [URL:https://xueqiu.com/s/SH688795]
3. 阿里巴巴-W [URL:https://xueqiu.com/s/09988]
4. 英伟达 [URL:https://xueqiu.com/s/NVDA]
5. 谷歌A [URL:https://xueqiu.com/s/GOOGL]
6. 蓝色光标 [URL:https://xueqiu.com/s/SZ300058]
7. 易点天下 [URL:https://xueqiu.com/s/SZ301171]
8. 谷歌C [URL:https://xueqiu.com/s/GOOG]
9. 光库科技 [URL:https://xueqiu.com/s/SZ300620]
10. 小米集团-W [URL:https://xueqiu.com/s/01810]
11. 昆仑万维 [URL:https://xueqiu.com/s/SZ300418]
12. 美团-W [URL:https://xueqiu.com/s/03690]
13. 腾讯控股 [URL:https://xueqiu.com/s/00700]
14. 德科立 [URL:https://xueqiu.com/s/SH688205]
15. 上海电力 [URL:https://xueqiu.com/s/SH600021]
16. 多氟多 [URL:https://xueqiu.com/s/SZ002407]
17. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
18. 众生药业 [URL:https://xueqiu.com/s/SZ002317]
19. 中际旭创 [URL:https://xueqiu.com/s/SZ300308]
20. 东芯股份 [URL:https://xueqiu.com/s/SH688110]
21. 胜宏科技 [URL:https://xueqiu.com/s/SZ300476]
22. 上纬新材 [URL:https://xueqiu.com/s/SH688585]
23. 赛微电子 [URL:https://xueqiu.com/s/SZ300456]
24. 腾景科技 [URL:https://xueqiu.com/s/SH688195]
25. 赣锋锂业 [URL:https://xueqiu.com/s/SZ002460]
26. 航天发展 [URL:https://xueqiu.com/s/SZ000547]
27. 榕基软件 [URL:https://xueqiu.com/s/SZ002474]
28. 长飞光纤 [URL:https://xueqiu.com/s/SH601869]
29. *ST东易 [URL:https://xueqiu.com/s/SZ002713]
30. 实达集团 [URL:https://xueqiu.com/s/SH600734]

