xueqiu | 雪球
1. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
2. 英伟达 [URL:https://xueqiu.com/s/NVDA]
3. 谷歌A [URL:https://xueqiu.com/s/GOOGL]
4. 阿里巴巴-W [URL:https://xueqiu.com/s/09988]
5. 摩尔线程 [URL:https://xueqiu.com/s/SH688795]
6. 蓝色光标 [URL:https://xueqiu.com/s/SZ300058]
7. 谷歌C [URL:https://xueqiu.com/s/GOOG]
8. 光库科技 [URL:https://xueqiu.com/s/SZ300620]
9. *ST东通 [URL:https://xueqiu.com/s/SZ300379]
10. 易点天下 [URL:https://xueqiu.com/s/SZ301171]
11. 中际旭创 [URL:https://xueqiu.com/s/SZ300308]
12. 航天发展 [URL:https://xueqiu.com/s/SZ000547]
13. 胜宏科技 [URL:https://xueqiu.com/s/SZ300476]
14. 美团-W [URL:https://xueqiu.com/s/03690]
15. 小米集团-W [URL:https://xueqiu.com/s/01810]
16. 赛微电子 [URL:https://xueqiu.com/s/SZ300456]
17. 昆仑万维 [URL:https://xueqiu.com/s/SZ300418]
18. 腾景科技 [URL:https://xueqiu.com/s/SH688195]
19. 东芯股份 [URL:https://xueqiu.com/s/SH688110]
20. AMD [URL:https://xueqiu.com/s/AMD]
21. 德科立 [URL:https://xueqiu.com/s/SH688205]
22. 拼多多 [URL:https://xueqiu.com/s/PDD]
23. 博通 [URL:https://xueqiu.com/s/AVGO]
24. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
25. 上海电力 [URL:https://xueqiu.com/s/SH600021]
26. 英维克 [URL:https://xueqiu.com/s/SZ002837]
27. 多氟多 [URL:https://xueqiu.com/s/SZ002407]
28. 长飞光纤 [URL:https://xueqiu.com/s/SH601869]
29. 工业富联 [URL:https://xueqiu.com/s/SH601138]
30. 航天动力 [URL:https://xueqiu.com/s/SH600343]

