xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
3. 谷歌A [URL:https://xueqiu.com/s/GOOGL]
4. 谷歌C [URL:https://xueqiu.com/s/GOOG]
5. AMD [URL:https://xueqiu.com/s/AMD]
6. Meta [URL:https://xueqiu.com/s/META]
7. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
8. 阿里巴巴-W [URL:https://xueqiu.com/s/09988]
9. 光库科技 [URL:https://xueqiu.com/s/SZ300620]
10. 美团-W [URL:https://xueqiu.com/s/03690]
11. 美国雅保 [URL:https://xueqiu.com/s/ALB]
12. 蓝色光标 [URL:https://xueqiu.com/s/SZ300058]
13. 德科立 [URL:https://xueqiu.com/s/SH688205]
14. 沪电股份 [URL:https://xueqiu.com/s/SZ002463]
15. 英维克 [URL:https://xueqiu.com/s/SZ002837]
16. 中际旭创 [URL:https://xueqiu.com/s/SZ300308]
17. 易点天下 [URL:https://xueqiu.com/s/SZ301171]
18. 赛微电子 [URL:https://xueqiu.com/s/SZ300456]
19. 摩尔线程 [URL:https://xueqiu.com/s/SH688795]
20. 铂科新材 [URL:https://xueqiu.com/s/SZ300811]
21. 胜宏科技 [URL:https://xueqiu.com/s/SZ300476]
22. 苹果 [URL:https://xueqiu.com/s/AAPL]
23. 长飞光纤 [URL:https://xueqiu.com/s/SH601869]
24. 腾讯控股 [URL:https://xueqiu.com/s/00700]
25. 小米集团-W [URL:https://xueqiu.com/s/01810]
26. 腾景科技 [URL:https://xueqiu.com/s/SH688195]
27. 礼来 [URL:https://xueqiu.com/s/LLY]
28. SanDisk [URL:https://xueqiu.com/s/SNDK]
29. 深南电路 [URL:https://xueqiu.com/s/SZ002916]
30. 博通 [URL:https://xueqiu.com/s/AVGO]

