xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
3. 谷歌A [URL:https://xueqiu.com/s/GOOGL]
4. 谷歌C [URL:https://xueqiu.com/s/GOOG]
5. AMD [URL:https://xueqiu.com/s/AMD]
6. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
7. 阿里巴巴-W [URL:https://xueqiu.com/s/09988]
8. Meta [URL:https://xueqiu.com/s/META]
9. 美团-W [URL:https://xueqiu.com/s/03690]
10. 光库科技 [URL:https://xueqiu.com/s/SZ300620]
11. 蓝色光标 [URL:https://xueqiu.com/s/SZ300058]
12. SanDisk [URL:https://xueqiu.com/s/SNDK]
13. 苹果 [URL:https://xueqiu.com/s/AAPL]
14. 美国雅保 [URL:https://xueqiu.com/s/ALB]
15. 摩尔线程 [URL:https://xueqiu.com/s/SH688795]
16. 拼多多 [URL:https://xueqiu.com/s/PDD]
17. 中际旭创 [URL:https://xueqiu.com/s/SZ300308]
18. 美光科技 [URL:https://xueqiu.com/s/MU]
19. 礼来 [URL:https://xueqiu.com/s/LLY]
20. 甲骨文 [URL:https://xueqiu.com/s/ORCL]
21. 德科立 [URL:https://xueqiu.com/s/SH688205]
22. 小米集团-W [URL:https://xueqiu.com/s/01810]
23. 易点天下 [URL:https://xueqiu.com/s/SZ301171]
24. 胜宏科技 [URL:https://xueqiu.com/s/SZ300476]
25. 小鹏汽车 [URL:https://xueqiu.com/s/XPEV]
26. 英维克 [URL:https://xueqiu.com/s/SZ002837]
27. 台积电 [URL:https://xueqiu.com/s/TSM]
28. 赛微电子 [URL:https://xueqiu.com/s/SZ300456]
29. 蔚来 [URL:https://xueqiu.com/s/NIO]
30. 沪电股份 [URL:https://xueqiu.com/s/SZ002463]

