xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
3. 谷歌A [URL:https://xueqiu.com/s/GOOGL]
4. 万科A [URL:https://xueqiu.com/s/SZ000002]
5. 东芯股份 [URL:https://xueqiu.com/s/SH688110]
6. 理想汽车 [URL:https://xueqiu.com/s/LI]
7. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
8. 中际旭创 [URL:https://xueqiu.com/s/SZ300308]
9. 蓝色光标 [URL:https://xueqiu.com/s/SZ300058]
10. 谷歌C [URL:https://xueqiu.com/s/GOOG]
11. 拼多多 [URL:https://xueqiu.com/s/PDD]
12. 天普股份 [URL:https://xueqiu.com/s/SH605255]
13. 小米集团-W [URL:https://xueqiu.com/s/01810]
14. 美团-W [URL:https://xueqiu.com/s/03690]
15. Applovin [URL:https://xueqiu.com/s/APP]
16. 光库科技 [URL:https://xueqiu.com/s/SZ300620]
17. 赛微电子 [URL:https://xueqiu.com/s/SZ300456]
18. 中概互联网指数ETF-KraneShares [URL:https://xueqiu.com/s/KWEB]
19. 美光科技 [URL:https://xueqiu.com/s/MU]
20. 胜宏科技 [URL:https://xueqiu.com/s/SZ300476]
21. 博通 [URL:https://xueqiu.com/s/AVGO]
22. SanDisk [URL:https://xueqiu.com/s/SNDK]
23. 阿里巴巴-W [URL:https://xueqiu.com/s/09988]
24. 航天发展 [URL:https://xueqiu.com/s/SZ000547]
25. AMD [URL:https://xueqiu.com/s/AMD]
26. 中矿资源 [URL:https://xueqiu.com/s/SZ002738]
27. 实达集团 [URL:https://xueqiu.com/s/SH600734]
28. 苹果 [URL:https://xueqiu.com/s/AAPL]
29. 上海电力 [URL:https://xueqiu.com/s/SH600021]
30. 易点天下 [URL:https://xueqiu.com/s/SZ301171]

