xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
3. 谷歌A [URL:https://xueqiu.com/s/GOOGL]
4. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
5. 东芯股份 [URL:https://xueqiu.com/s/SH688110]
6. 万科A [URL:https://xueqiu.com/s/SZ000002]
7. 中际旭创 [URL:https://xueqiu.com/s/SZ300308]
8. 谷歌C [URL:https://xueqiu.com/s/GOOG]
9. 理想汽车 [URL:https://xueqiu.com/s/LI]
10. 中概互联网指数ETF-KraneShares [URL:https://xueqiu.com/s/KWEB]
11. 蓝色光标 [URL:https://xueqiu.com/s/SZ300058]
12. AMD [URL:https://xueqiu.com/s/AMD]
13. 博通 [URL:https://xueqiu.com/s/AVGO]
14. 拼多多 [URL:https://xueqiu.com/s/PDD]
15. 京东 [URL:https://xueqiu.com/s/JD]
16. 赛微电子 [URL:https://xueqiu.com/s/SZ300456]
17. 天普股份 [URL:https://xueqiu.com/s/SH605255]
18. 光库科技 [URL:https://xueqiu.com/s/SZ300620]
19. 美光科技 [URL:https://xueqiu.com/s/MU]
20. 阿特斯太阳能 [URL:https://xueqiu.com/s/CSIQ]
21. 小米集团-W [URL:https://xueqiu.com/s/01810]
22. 美团-W [URL:https://xueqiu.com/s/03690]
23. 阿里巴巴-W [URL:https://xueqiu.com/s/09988]
24. Applovin [URL:https://xueqiu.com/s/APP]
25. 苹果 [URL:https://xueqiu.com/s/AAPL]
26. SanDisk [URL:https://xueqiu.com/s/SNDK]
27. 胜宏科技 [URL:https://xueqiu.com/s/SZ300476]
28. 蔚来 [URL:https://xueqiu.com/s/NIO]
29. Meta [URL:https://xueqiu.com/s/META]
30. 易点天下 [URL:https://xueqiu.com/s/SZ301171]

