xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. 谷歌A [URL:https://xueqiu.com/s/GOOGL]
3. 蓝色光标 [URL:https://xueqiu.com/s/SZ300058]
4. 易点天下 [URL:https://xueqiu.com/s/SZ301171]
5. 赣锋锂业 [URL:https://xueqiu.com/s/SZ002460]
6. 小米集团-W [URL:https://xueqiu.com/s/01810]
7. 上海电力 [URL:https://xueqiu.com/s/SH600021]
8. 腾景科技 [URL:https://xueqiu.com/s/SH688195]
9. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
10. 赛力斯 [URL:https://xueqiu.com/s/SH601127]
11. 淳中科技 [URL:https://xueqiu.com/s/SH603516]
12. 谷歌C [URL:https://xueqiu.com/s/GOOG]
13. 胜宏科技 [URL:https://xueqiu.com/s/SZ300476]
14. 甲骨文 [URL:https://xueqiu.com/s/ORCL]
15. 中际旭创 [URL:https://xueqiu.com/s/SZ300308]
16. 赛微电子 [URL:https://xueqiu.com/s/SZ300456]
17. 昆仑万维 [URL:https://xueqiu.com/s/SZ300418]
18. 德科立 [URL:https://xueqiu.com/s/SH688205]
19. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
20. 平潭发展 [URL:https://xueqiu.com/s/SZ000592]
21. 光库科技 [URL:https://xueqiu.com/s/SZ300620]
22. 中矿资源 [URL:https://xueqiu.com/s/SZ002738]
23. 东芯股份 [URL:https://xueqiu.com/s/SH688110]
24. 天齐锂业 [URL:https://xueqiu.com/s/SZ002466]
25. 中信证券 [URL:https://xueqiu.com/s/SH600030]
26. 天赐材料 [URL:https://xueqiu.com/s/SZ002709]
27. 拼多多 [URL:https://xueqiu.com/s/PDD]
28. 礼来 [URL:https://xueqiu.com/s/LLY]
29. 阿里巴巴-W [URL:https://xueqiu.com/s/09988]
30. 万兴科技 [URL:https://xueqiu.com/s/SZ300624]

