xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. 谷歌A [URL:https://xueqiu.com/s/GOOGL]
3. 蓝色光标 [URL:https://xueqiu.com/s/SZ300058]
4. 小米集团-W [URL:https://xueqiu.com/s/01810]
5. 甲骨文 [URL:https://xueqiu.com/s/ORCL]
6. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
7. 上海电力 [URL:https://xueqiu.com/s/SH600021]
8. 易点天下 [URL:https://xueqiu.com/s/SZ301171]
9. 赣锋锂业 [URL:https://xueqiu.com/s/SZ002460]
10. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
11. 赛微电子 [URL:https://xueqiu.com/s/SZ300456]
12. 谷歌C [URL:https://xueqiu.com/s/GOOG]
13. 淳中科技 [URL:https://xueqiu.com/s/SH603516]
14. 中际旭创 [URL:https://xueqiu.com/s/SZ300308]
15. 胜宏科技 [URL:https://xueqiu.com/s/SZ300476]
16. 赛力斯 [URL:https://xueqiu.com/s/SH601127]
17. 中矿资源 [URL:https://xueqiu.com/s/SZ002738]
18. SanDisk [URL:https://xueqiu.com/s/SNDK]
19. 铜陵有色 [URL:https://xueqiu.com/s/SZ000630]
20. 礼来 [URL:https://xueqiu.com/s/LLY]
21. 天齐锂业 [URL:https://xueqiu.com/s/SZ002466]
22. 海螺水泥 [URL:https://xueqiu.com/s/SH600585]
23. 平潭发展 [URL:https://xueqiu.com/s/SZ000592]
24. 阿里巴巴-W [URL:https://xueqiu.com/s/09988]
25. 昆仑万维 [URL:https://xueqiu.com/s/SZ300418]
26. 东芯股份 [URL:https://xueqiu.com/s/SH688110]
27. 腾景科技 [URL:https://xueqiu.com/s/SH688195]
28. 腾讯控股 [URL:https://xueqiu.com/s/00700]
29. 光库科技 [URL:https://xueqiu.com/s/SZ300620]
30. 拼多多 [URL:https://xueqiu.com/s/PDD]

