xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. 谷歌A [URL:https://xueqiu.com/s/GOOGL]
3. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
4. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
5. 甲骨文 [URL:https://xueqiu.com/s/ORCL]
6. 谷歌C [URL:https://xueqiu.com/s/GOOG]
7. SanDisk [URL:https://xueqiu.com/s/SNDK]
8. 苹果 [URL:https://xueqiu.com/s/AAPL]
9. 小米集团-W [URL:https://xueqiu.com/s/01810]
10. 礼来 [URL:https://xueqiu.com/s/LLY]
11. 易点天下 [URL:https://xueqiu.com/s/SZ301171]
12. AMD [URL:https://xueqiu.com/s/AMD]
13. 胜宏科技 [URL:https://xueqiu.com/s/SZ300476]
14. 中概互联网指数ETF-KraneShares [URL:https://xueqiu.com/s/KWEB]
15. 美光科技 [URL:https://xueqiu.com/s/MU]
16. 赛微电子 [URL:https://xueqiu.com/s/SZ300456]
17. 拼多多 [URL:https://xueqiu.com/s/PDD]
18. 蓝色光标 [URL:https://xueqiu.com/s/SZ300058]
19. 台积电 [URL:https://xueqiu.com/s/TSM]
20. 阿里巴巴-W [URL:https://xueqiu.com/s/09988]
21. Bloom Energy [URL:https://xueqiu.com/s/BE]
22. 赣锋锂业 [URL:https://xueqiu.com/s/SZ002460]
23. 上海电力 [URL:https://xueqiu.com/s/SH600021]
24. 微软 [URL:https://xueqiu.com/s/MSFT]
25. 理想汽车 [URL:https://xueqiu.com/s/LI]
26. 中富电路 [URL:https://xueqiu.com/s/SZ300814]
27. Meta [URL:https://xueqiu.com/s/META]
28. 博通 [URL:https://xueqiu.com/s/AVGO]
29. 小鹏汽车 [URL:https://xueqiu.com/s/XPEV]
30. 中际旭创 [URL:https://xueqiu.com/s/SZ300308]

