xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. 美光科技 [URL:https://xueqiu.com/s/MU]
3. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
4. SanDisk [URL:https://xueqiu.com/s/SNDK]
5. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
6. 阿特斯太阳能 [URL:https://xueqiu.com/s/CSIQ]
7. 宁德时代 [URL:https://xueqiu.com/s/SZ300750]
8. 胜宏科技 [URL:https://xueqiu.com/s/SZ300476]
9. 工业富联 [URL:https://xueqiu.com/s/SH601138]
10. 合富中国 [URL:https://xueqiu.com/s/SH603122]
11. 阿里巴巴-W [URL:https://xueqiu.com/s/09988]
12. 江波龙 [URL:https://xueqiu.com/s/SZ301308]
13. 兆易创新 [URL:https://xueqiu.com/s/SH603986]
14. 上海电力 [URL:https://xueqiu.com/s/SH600021]
15. 拼多多 [URL:https://xueqiu.com/s/PDD]
16. 平潭发展 [URL:https://xueqiu.com/s/SZ000592]
17. 中概互联网指数ETF-KraneShares [URL:https://xueqiu.com/s/KWEB]
18. 苹果 [URL:https://xueqiu.com/s/AAPL]
19. 腾讯控股 [URL:https://xueqiu.com/s/00700]
20. 小鹏汽车 [URL:https://xueqiu.com/s/XPEV]
21. 华盛锂电 [URL:https://xueqiu.com/s/SH688353]
22. 小米集团-W [URL:https://xueqiu.com/s/01810]
23. 五粮液 [URL:https://xueqiu.com/s/SZ000858]
24. 阿特斯 [URL:https://xueqiu.com/s/SH688472]
25. Meta [URL:https://xueqiu.com/s/META]
26. 阳光电源 [URL:https://xueqiu.com/s/SZ300274]
27. 惠城环保 [URL:https://xueqiu.com/s/SZ300779]
28. Bloom Energy [URL:https://xueqiu.com/s/BE]
29. Circle [URL:https://xueqiu.com/s/CRCL]
30. 哔哩哔哩 [URL:https://xueqiu.com/s/BILI]

