xueqiu | 雪球
1. 英伟达 [URL:https://xueqiu.com/s/NVDA]
2. 阿特斯太阳能 [URL:https://xueqiu.com/s/CSIQ]
3. 美光科技 [URL:https://xueqiu.com/s/MU]
4. SanDisk [URL:https://xueqiu.com/s/SNDK]
5. 特斯拉 [URL:https://xueqiu.com/s/TSLA]
6. 阿里巴巴 [URL:https://xueqiu.com/s/BABA]
7. 江波龙 [URL:https://xueqiu.com/s/SZ301308]
8. 工业富联 [URL:https://xueqiu.com/s/SH601138]
9. 胜宏科技 [URL:https://xueqiu.com/s/SZ300476]
10. 中概互联网指数ETF-KraneShares [URL:https://xueqiu.com/s/KWEB]
11. 宁德时代 [URL:https://xueqiu.com/s/SZ300750]
12. 阿特斯 [URL:https://xueqiu.com/s/SH688472]
13. 阿里巴巴-W [URL:https://xueqiu.com/s/09988]
14. 兆易创新 [URL:https://xueqiu.com/s/SH603986]
15. 上海电力 [URL:https://xueqiu.com/s/SH600021]
16. 合富中国 [URL:https://xueqiu.com/s/SH603122]
17. 苹果 [URL:https://xueqiu.com/s/AAPL]
18. 拼多多 [URL:https://xueqiu.com/s/PDD]
19. 平潭发展 [URL:https://xueqiu.com/s/SZ000592]
20. 哔哩哔哩 [URL:https://xueqiu.com/s/BILI]
21. 小鹏汽车 [URL:https://xueqiu.com/s/XPEV]
22. AMD [URL:https://xueqiu.com/s/AMD]
23. 甲骨文 [URL:https://xueqiu.com/s/ORCL]
24. 阳光电源 [URL:https://xueqiu.com/s/SZ300274]
25. 华盛锂电 [URL:https://xueqiu.com/s/SH688353]
26. 小米集团-W [URL:https://xueqiu.com/s/01810]
27. Circle [URL:https://xueqiu.com/s/CRCL]
28. 隆基绿能 [URL:https://xueqiu.com/s/SH601012]
29. 腾讯控股 [URL:https://xueqiu.com/s/00700]
30. 天际股份 [URL:https://xueqiu.com/s/SZ002759]

